,0.0,0.03,0.08,0.2,0.5,1.0,10.0
0,6.995572747880224,6.688809604605529,7.557580134955223,6.497071001056147,7.493168882453893,6.65623221636572,10.396688774580795
1,7.250194470198067,7.586592430199497,8.522700929852776,7.101953600771773,7.629826260070335,7.262717662118496,8.254895542055271
2,8.266704771119889,9.04652105296125,8.677191206958382,9.020572234471068,8.443313738453481,8.287879788580945,11.471163451433604
3,7.112138788178799,7.046530938109259,7.095725910982266,6.91848345152944,6.943891568776467,7.420960178490862,7.700638261621511
4,8.74516559017197,9.48078148659192,9.8298133419388,8.951976787039932,8.734663266721823,8.595947368620735,8.988154367326349
5,8.772969389085098,7.429602909231388,7.518896321069437,7.251611509238361,7.886110891757833,8.619676838764729,10.404175901633332
6,7.226405478293161,8.166052782898413,7.504975074295874,7.375610144265695,7.370649613399738,7.569701312822474,10.226484210811703
7,6.733756202745163,7.065629807051074,6.879021671254995,6.6258047070695225,6.552826705371565,6.860503951021378,11.7259866388716
8,7.20792893811869,7.044881758603373,7.621582109267741,7.286261894398632,8.277854000253537,7.58559514406018,10.59866266994925
9,7.879942754967505,7.330640951460881,9.12616174826239,7.572209651130827,8.222231885121598,7.687000618648653,8.495775768871635
10,7.5435102309577,7.4225871931565175,7.556548362055519,7.87604208376677,7.698705255800396,8.008167690653316,13.165480936723698
11,9.3097157607423,8.276499907543304,7.860184309160232,9.548544705056527,8.749986430796602,8.56674568576467,9.4854369903646
12,7.185622701995414,6.763499962877925,6.488897752490319,6.110702072675428,7.140331615097664,7.1608286451257,11.46459391936282
13,8.67337093806765,8.065234610403675,9.034353845481771,8.671916748321676,7.9654741047401645,8.368711880734148,10.325207899741452
14,8.543977691347287,9.28135278195789,8.477811675547857,8.82173264489278,8.24145530945173,9.043751699253503,9.481821988329868
15,7.803277201037298,8.13827215522219,7.585258730882252,8.434373938251575,8.134225942202836,7.834234251407019,9.71431729766319
16,7.163466526764996,7.563575101833175,8.403016073084466,7.821140593732859,7.520107457897986,7.440212694670114,10.334625363988327
17,8.207406910254273,8.07378699830252,7.9242073052934385,8.684853164899117,8.312247400067749,8.334991956750212,11.310518530145618
18,6.501371332764015,6.337524219415687,6.733813247359154,6.498950351557339,5.614198205983504,6.291804517772856,8.134872434560524
19,7.820528409279308,7.858582123381922,7.731150980860472,8.464693499548275,8.635017551394437,7.740956510202434,9.425355880394486
20,7.644674753481292,8.05830749891294,7.783246979650321,8.478924747976253,8.361419260408184,8.344395834078849,10.232049483689043
21,7.094293841661592,7.6594234207856795,7.599789068386978,7.211072587960217,7.530534189868325,7.091760622509806,9.853690990444107
22,7.668106857962267,8.313258019022314,8.701233059516271,7.72174523853432,8.27726615484668,7.57770177740641,7.99764337896844
23,8.57125483444792,9.044314015876527,8.961380049514089,7.814739107345275,8.189755960117362,8.85478663772038,10.925114318108129
24,6.558400849055432,6.7557477306595715,6.806334311233779,6.353297381477409,7.014020603020752,6.090262017259266,9.807074229904337
25,8.71071067556808,9.140013023696591,8.79194506335868,9.704102241715326,9.07135445181946,8.648775648996999,9.612352242893124
26,7.580577634399039,6.988791198353283,7.3851552355551595,7.090080306794365,6.8263454965607036,7.379219803812143,8.531599900690905
27,7.512468298148685,7.643709842890481,8.432765566989419,8.137368170114046,8.438133222242527,8.170999742791526,9.116821818171964
28,7.87645482140136,8.298609243952946,7.94112608637557,7.686024825196574,8.662529277979198,7.890599866778218,9.77743154053092
29,7.1345030506533025,7.320108792879548,7.101297919983323,7.608918264146232,7.152474121350236,7.429902805943186,10.07394890694448
